f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,total_fight_time,result,fights_url,event_url
3724,1781,Mike Swick,DaMarques Johnson,Welterweight,0,0,41,19,53,17,51,27,67,28,1,1,2,2,0,0,0,0,13.0,203.0,38,18,49,13,3,1,3,3,0,0,1,1,36,15,41,8,2,1,1,0,3,3,11,9,900.0,3724,http://www.ufcstats.com/fight-details/1e2677e481a587fd,http://www.ufcstats.com/event-details/f62850b3c7480db9
2555,1341,John Moraga,Ulysses Gomez,Flyweight,1,0,63,34,43,16,66,36,43,16,0,0,5,0,0,0,0,0,21.0,23.0,37,12,32,7,16,13,4,3,10,9,7,6,51,24,40,13,11,9,3,3,1,1,0,0,900.0,2555,http://www.ufcstats.com/fight-details/08bd9e03c187f66b,http://www.ufcstats.com/event-details/f62850b3c7480db9
858,3810,Philip De Fries,Oli Thompson,Heavyweight,1,0,77,35,35,18,109,55,47,29,6,2,3,0,1,0,0,0,364.0,49.0,70,29,17,4,6,5,13,11,1,1,5,3,48,15,23,8,17,13,12,10,12,7,0,0,900.0,858,http://www.ufcstats.com/fight-details/758ec6b5d55c1b09,http://www.ufcstats.com/event-details/f62850b3c7480db9
843,3016,Phil Davis,Wagner Prado,Heavyweight,0,0,12,4,16,2,12,4,17,3,0,0,0,0,0,0,0,0,0.0,0.0,9,3,15,2,3,1,1,0,0,0,0,0,12,4,16,2,0,0,0,0,0,0,0,0,900.0,nc,http://www.ufcstats.com/fight-details/7e27d9f37c217b63,http://www.ufcstats.com/event-details/f62850b3c7480db9
1429,4138,Josh Grispi,Rani Yahya,Featherweight,0,0,10,6,9,3,12,8,27,11,0,0,2,1,0,1,0,0,6.0,148.0,7,3,7,2,2,2,0,0,1,1,2,1,9,5,6,1,0,0,0,0,1,1,3,2,900.0,4138,http://www.ufcstats.com/fight-details/9a85303025a077b5,http://www.ufcstats.com/event-details/f62850b3c7480db9
3266,3949,Mauricio Rua,Brandon Vera,Heavyweight,1,0,103,68,106,67,184,142,132,89,7,4,2,1,0,1,0,0,686.0,111.0,81,51,63,28,11,9,28,27,11,8,15,12,68,38,87,51,18,16,15,14,17,14,4,2,1500.0,3266,http://www.ufcstats.com/fight-details/1cbffe3a467d0ded,http://www.ufcstats.com/event-details/f62850b3c7480db9
2943,1772,Anthony Perosh,Ryan Jimmo,Heavyweight,0,1,1,0,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0.0,2.0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,900.0,1772,http://www.ufcstats.com/fight-details/ec5e9ce2be2e1586,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
684,2001,Mitch Clarke,Anton Kuivanen,Lightweight,0,0,24,6,53,29,52,29,93,66,8,3,3,3,1,1,1,2,266.0,447.0,24,6,47,24,0,0,5,4,0,0,1,1,21,5,28,10,1,1,4,3,2,0,21,16,900.0,2001,http://www.ufcstats.com/fight-details/b616ec23516b7244,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
2172,377,Hector Lombard,Tim Boetsch,Middleweight,0,0,77,26,98,54,99,47,101,57,4,2,9,0,0,0,0,0,143.0,7.0,65,18,39,11,6,6,32,20,6,2,27,23,70,22,78,42,5,2,20,12,2,2,0,0,900.0,377,http://www.ufcstats.com/fight-details/b6620177ac975ff2,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
2398,3157,Court McGee,Nick Ring,Middleweight,0,0,295,108,137,68,350,146,143,71,4,0,7,0,0,0,0,0,9.0,26.0,241,70,104,41,27,16,13,12,27,22,20,15,291,106,135,66,4,2,2,2,0,0,0,0,900.0,3157,http://www.ufcstats.com/fight-details/3c552514bb9b5c98,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
686,3149,Chris Clements,Matthew Riddle,Welterweight,0,0,76,38,63,28,103,64,121,79,0,0,9,5,0,1,0,0,45.0,327.0,55,21,51,19,16,12,9,7,5,5,3,2,52,22,37,11,13,9,11,6,11,7,15,11,900.0,nc,http://www.ufcstats.com/fight-details/ccacbe6a4c31cd45,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
1098,248,Urijah Faber,Renan Barao,Bantamweight,0,0,178,60,290,85,180,62,290,85,6,0,0,0,0,0,0,0,8.0,0.0,141,38,236,55,26,12,23,10,11,10,31,20,170,57,282,81,8,3,8,4,0,0,0,0,1500.0,248,http://www.ufcstats.com/fight-details/50a381c1eb88dbb0,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
1013,1539,Brian Ebersole,James Head,Welterweight,0,0,88,35,83,37,104,51,108,62,15,1,1,1,0,1,0,1,174.0,196.0,53,13,64,22,15,9,16,13,20,13,3,2,77,32,61,19,4,1,21,17,7,2,1,1,900.0,1539,http://www.ufcstats.com/fight-details/c330107229012260,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
1976,1824,Cheick Kongo,Shawn Jordan,Heavyweight,0,0,56,38,41,15,84,64,50,23,2,0,5,0,0,0,0,0,363.0,359.0,31,13,32,6,21,21,3,3,4,4,6,6,26,12,11,2,30,26,25,12,0,0,5,1,900.0,1976,http://www.ufcstats.com/fight-details/66785060ebaa2387,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
882,3168,Roland Delorme,Francisco Rivera,Bantamweight,0,1,60,16,79,52,60,16,82,54,1,0,0,0,0,0,0,0,0.0,2.0,42,6,64,39,4,3,2,1,14,7,13,12,59,15,74,48,1,1,3,2,0,0,2,2,900.0,nc,http://www.ufcstats.com/fight-details/93ffadd9e41af797,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
572,1242,Bryan Caraway,Mitch Gagnon,Bantamweight,0,0,45,11,65,27,146,82,89,45,9,3,5,1,1,0,0,1,319.0,200.0,41,8,60,23,3,3,4,3,1,0,1,1,32,4,32,12,6,4,21,9,7,3,12,6,900.0,572,http://www.ufcstats.com/fight-details/fa6775e369b9eec9,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
598,2989,Antonio Carvalho,Daniel Pineda,Featherweight,1,0,23,10,20,7,23,10,20,7,0,0,0,0,0,0,0,0,3.0,0.0,20,8,17,6,2,1,1,1,1,1,2,0,19,8,18,5,1,0,2,2,3,2,0,0,900.0,598,http://www.ufcstats.com/fight-details/64fa0e558f5d1b24,http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
3536,3189,Aaron Simpson,Kenny Robertson,Welterweight,0,0,70,48,50,29,135,97,63,42,14,6,6,0,0,0,0,0,625.0,82.0,47,27,28,10,12,10,15,12,11,11,7,7,17,5,22,9,22,18,26,18,31,25,2,2,900.0,3536,http://www.ufcstats.com/fight-details/1eb7733d880a0b8f,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
3781,308,James Te Huna,Joey Beltran,Heavyweight,1,0,249,122,278,73,301,172,296,90,9,3,2,1,0,0,0,0,170.0,111.0,195,80,243,45,31,23,17,11,23,19,18,17,227,109,264,59,6,3,13,13,16,10,1,1,900.0,3781,http://www.ufcstats.com/fight-details/0d63a7d3e08df3db,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
3945,582,Karlos Vemola,Francis Carmont,Middleweight,0,0,7,3,8,4,15,9,16,10,8,1,1,0,2,2,1,0,126.0,218.0,4,0,6,2,0,0,2,2,3,3,0,0,5,3,2,1,1,0,1,1,1,0,5,2,900.0,582,http://www.ufcstats.com/fight-details/d37660fceaa8125a,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
2666,767,Rafael Natal,Andrew Craig,Middleweight,2,1,109,73,72,23,115,79,80,30,5,2,1,0,0,0,0,1,90.0,50.0,78,47,58,10,14,10,3,2,17,16,11,11,81,49,69,21,12,11,1,0,16,13,2,2,900.0,767,http://www.ufcstats.com/fight-details/0ae4889892f21738,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
920,2091,TJ Dillashaw,Vaughan Lee,Bantamweight,0,0,16,3,19,8,18,5,31,20,3,2,0,0,1,0,0,0,61.0,0.0,14,2,12,3,1,1,5,4,1,0,2,1,16,3,19,8,0,0,0,0,0,0,0,0,900.0,920,http://www.ufcstats.com/fight-details/7287b029f4596be7,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
947,2715,Rafael Dos Anjos,Anthony Njokuani,Lightweight,0,0,85,51,87,32,108,68,92,37,17,6,0,0,0,0,0,0,405.0,0.0,48,19,55,13,0,0,24,14,37,32,8,5,53,25,85,31,26,21,2,1,6,5,0,0,900.0,947,http://www.ufcstats.com/fight-details/34e67c2b110f6b6a,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
576,1124,Chris Cariaso,Josh Ferguson,Flyweight,0,0,104,70,65,20,150,114,79,33,6,3,8,1,0,0,0,0,258.0,231.0,82,48,56,12,18,18,8,7,4,4,1,1,65,34,58,15,23,20,7,5,16,16,0,0,900.0,576,http://www.ufcstats.com/fight-details/1085f281dd966d96,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
200,3758,Raphael Assuncao,Issei Tamura,Bantamweight,1,0,60,39,14,5,63,42,14,5,0,0,1,0,0,0,0,0,43.0,0.0,32,14,13,5,13,11,1,0,15,14,0,0,50,31,13,5,1,1,1,0,9,7,0,0,900.0,200,http://www.ufcstats.com/fight-details/a914df32b95a1abc,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
2838,531,Damacio Page,Alex Caceres,Bantamweight,0,0,22,7,12,9,76,56,21,16,2,2,0,0,0,3,1,1,327.0,13.0,18,3,7,4,3,3,4,4,1,1,1,1,5,2,10,7,1,1,1,1,16,4,1,1,900.0,531,http://www.ufcstats.com/fight-details/d6dcbf543d7e303d,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
2606,4053,Mark Munoz,Chris Weidman,Middleweight,0,1,7,0,37,28,8,1,59,46,0,0,2,2,0,2,0,0,0.0,312.0,6,0,29,20,0,0,2,2,1,0,6,6,7,0,7,3,0,0,9,8,0,0,21,17,1500.0,4053,http://www.ufcstats.com/fight-details/8d2f3e0abb22689f,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
1445,3676,Marcelo Guimaraes,Dan Stittgen,Welterweight,0,0,97,63,101,49,164,130,130,78,17,0,1,1,0,0,0,0,455.0,13.0,35,11,51,16,13,8,19,11,49,44,31,22,66,32,90,38,31,31,11,11,0,0,0,0,900.0,1445,http://www.ufcstats.com/fight-details/831957c67bfc4486,http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
1443,543,Melvin Guillard,Fabricio Camoes,Lightweight,0,0,101,37,74,18,125,57,92,33,1,1,11,1,0,0,0,1,83.0,126.0,89,27,55,7,10,8,6,2,2,2,13,9,83,28,68,16,6,1,2,1,12,8,4,1,900.0,1443,http://www.ufcstats.com/fight-details/0c37ff69a00c0e74,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
1420,2806,Forrest Griffin,Tito Ortiz,Heavyweight,0,0,261,85,128,49,280,104,147,68,0,0,6,3,0,0,0,0,52.0,164.0,205,54,123,47,36,20,5,2,20,11,0,0,253,81,115,40,8,4,6,4,0,0,7,5,900.0,1420,http://www.ufcstats.com/fight-details/cf04a408cedb37ff,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
3498,3600,Anderson Silva,Chael Sonnen,Middleweight,1,0,30,15,36,22,31,16,105,87,0,0,4,1,0,0,0,0,19.0,354.0,25,11,29,16,5,4,7,6,0,0,0,0,12,3,9,4,5,3,7,4,13,9,20,14,1500.0,3498,http://www.ufcstats.com/fight-details/83526f699d25e4e4,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
2445,2410,Chad Mendes,Cody McKenzie,Featherweight,1,0,8,8,6,1,9,9,6,1,0,0,0,0,0,0,0,0,3.0,0.0,5,5,5,0,2,2,0,0,1,1,1,1,4,4,6,1,0,0,0,0,4,4,0,0,900.0,2445,http://www.ufcstats.com/fight-details/d1268ffa059f9d42,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
1923,2266,Dong Hyun Kim,Demian Maia,Welterweight,0,0,8,8,1,1,8,8,3,3,0,0,3,1,0,0,0,0,0.0,41.0,7,7,1,1,0,0,0,0,1,1,0,0,1,1,0,0,4,4,0,0,3,3,1,1,900.0,2266,http://www.ufcstats.com/fight-details/61cb2ca1469c83ba,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
65,3226,John Alessio,Shane Roller,Lightweight,0,0,103,35,69,31,134,63,128,82,1,0,7,3,0,0,1,0,126.0,479.0,95,28,56,20,8,7,5,3,0,0,8,8,93,29,58,20,7,5,2,2,3,1,9,9,900.0,3226,http://www.ufcstats.com/fight-details/5c783d455daff573,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
2968,1227,Constantinos Philippou,Riki Fukuda,Middleweight,0,0,162,42,97,44,173,53,114,61,2,0,8,0,0,0,0,0,7.0,116.0,154,37,68,20,8,5,9,6,0,0,20,18,158,40,94,43,4,2,3,1,0,0,0,0,900.0,2968,http://www.ufcstats.com/fight-details/2f5e137118d57d0e,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
2074,754,Cung Le,Patrick Cote,Middleweight,0,0,113,55,133,51,116,58,162,79,2,2,2,0,0,0,0,0,73.0,70.0,77,27,85,19,27,22,24,17,9,6,24,15,102,46,119,43,10,9,14,8,1,0,0,0,900.0,2074,http://www.ufcstats.com/fight-details/64d4c58a37e1d29b,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
2779,1725,Rafaello Oliveira,Yoislandy Izquierdo,Lightweight,0,0,40,29,57,27,199,178,75,43,7,4,0,0,5,0,0,0,661.0,0.0,20,9,43,14,13,13,10,9,7,7,4,4,20,12,52,24,0,0,5,3,20,17,0,0,900.0,2779,http://www.ufcstats.com/fight-details/8e7b1dfc608a2ef4,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
2453,1009,Ivan Menjivar,Mike Easton,Bantamweight,0,0,148,40,169,46,150,42,178,55,1,0,2,1,0,0,0,0,0.0,48.0,98,10,116,14,26,15,28,12,24,15,25,20,145,38,165,43,3,2,2,2,0,0,2,1,900.0,1009,http://www.ufcstats.com/fight-details/21751a3cc69e5aae,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
3815,2744,Gleison Tibau,Khabib Nurmagomedov,Lightweight,0,0,87,28,101,25,110,46,112,33,6,1,13,0,0,0,0,0,17.0,266.0,70,15,82,13,17,13,12,7,0,0,7,5,78,19,89,15,9,9,12,10,0,0,0,0,900.0,2744,http://www.ufcstats.com/fight-details/ded18af0e4eae2f7,http://www.ufcstats.com/event-details/e8efeb9cf33b1941
161,3967,Felipe Arantes,Milton Vieira,Featherweight,0,0,68,38,78,30,78,48,118,67,2,2,3,1,0,0,0,0,116.0,197.0,48,21,60,17,8,5,14,10,12,12,4,3,59,31,65,24,0,0,3,1,9,7,10,5,900.0,d,http://www.ufcstats.com/fight-details/1c0bf66167c91e01,http://www.ufcstats.com/event-details/3da19339ee7051d5
3499,1197,Wanderlei Silva,Rich Franklin,Catch Weight Bout,1,0,187,58,336,122,213,80,342,126,0,0,2,1,0,0,0,0,39.0,47.0,174,51,305,97,9,3,28,22,4,4,3,3,171,47,328,118,2,1,0,0,14,10,8,4,1500.0,1197,http://www.ufcstats.com/fight-details/1b80d5696c2dc640,http://www.ufcstats.com/event-details/3da19339ee7051d5
3982,552,Marcos Vinicius,Wagner Campos,Featherweight,0,0,58,28,41,17,79,46,97,58,0,0,2,2,0,0,0,0,2.0,392.0,46,20,25,5,7,6,7,4,5,2,9,8,46,21,33,17,7,6,1,0,5,1,7,0,900.0,3982,http://www.ufcstats.com/fight-details/f269d25146eec937,http://www.ufcstats.com/event-details/3da19339ee7051d5
3784,3961,John Teixeira,Hugo Viana,Featherweight,0,0,140,52,141,65,147,59,157,78,6,1,0,0,0,0,0,0,106.0,74.0,98,19,98,31,25,19,38,29,17,14,5,5,123,39,127,60,17,13,12,5,0,0,2,0,900.0,3961,http://www.ufcstats.com/fight-details/00c20fa576380ac8,http://www.ufcstats.com/event-details/3da19339ee7051d5
4058,3277,Fabricio Werdum,Mike Russow,Heavyweight,1,0,58,31,16,3,58,31,16,3,0,0,0,0,0,0,0,0,11.0,10.0,52,26,16,3,3,2,0,0,3,3,0,0,37,18,16,3,2,0,0,0,19,13,0,0,900.0,4058,http://www.ufcstats.com/fight-details/0239f24134022656,http://www.ufcstats.com/event-details/3da19339ee7051d5
1549,3854,Delson Heleno,Francisco Trinaldo,Middleweight,0,0,4,3,26,21,5,4,47,41,4,0,0,0,0,0,0,0,67.0,69.0,2,1,13,9,1,1,13,12,1,1,0,0,2,1,3,2,2,2,8,8,0,0,15,11,900.0,3854,http://www.ufcstats.com/fight-details/c1bf9ca94c1f7f09,http://www.ufcstats.com/event-details/3da19339ee7051d5
53,908,Iuri Alcantara,Hacran Dias,Featherweight,0,0,50,19,44,19,71,36,144,108,1,0,10,5,1,0,0,0,67.0,541.0,39,10,28,8,8,6,5,2,3,3,11,9,40,11,27,8,4,4,0,0,6,4,17,11,900.0,908,http://www.ufcstats.com/fight-details/f638f176dd1834c0,http://www.ufcstats.com/event-details/3da19339ee7051d5
2944,2244,Thiago Perpetuo,Leonardo Mafra,Middleweight,1,0,94,68,81,33,121,91,100,46,4,1,0,0,0,1,0,0,294.0,0.0,58,42,61,19,29,21,8,5,7,5,12,9,57,38,78,30,5,4,3,3,32,26,0,0,900.0,2944,http://www.ufcstats.com/fight-details/cc3e0c5a0f868502,http://www.ufcstats.com/event-details/3da19339ee7051d5
2422,822,Anistavio Medeiros,Rodrigo Damm,Featherweight,0,0,18,8,21,11,18,8,22,12,0,0,0,0,0,1,0,0,0.0,33.0,12,2,16,7,0,0,2,2,6,6,3,2,18,8,21,11,0,0,0,0,0,0,0,0,900.0,822,http://www.ufcstats.com/fight-details/1bfb8faa1edd3867,http://www.ufcstats.com/event-details/3da19339ee7051d5
1132,2552,Cezar Ferreira,Sergio Moraes,Middleweight,2,0,111,42,73,38,124,46,74,39,0,0,2,0,0,0,0,0,53.0,0.0,80,27,60,25,30,14,6,6,1,1,7,7,99,35,61,32,3,3,12,6,9,4,0,0,900.0,1132,http://www.ufcstats.com/fight-details/9232fed045b1f4f9,http://www.ufcstats.com/event-details/3da19339ee7051d5
2926,1751,Godofredo Pepey,Rony Jason,Featherweight,0,0,83,32,76,36,129,74,100,60,4,0,2,0,1,0,0,0,65.0,270.0,61,16,46,13,9,6,22,16,13,10,8,7,71,24,63,25,1,1,4,2,11,7,9,9,900.0,1751,http://www.ufcstats.com/fight-details/366de1daf05a2b62,http://www.ufcstats.com/event-details/3da19339ee7051d5
3682,2840,Ken Stone,Dustin Pague,Bantamweight,0,0,119,63,90,41,149,88,96,47,3,0,3,0,0,0,0,0,306.0,1.0,86,31,59,14,5,5,11,9,28,27,20,18,97,44,86,37,19,19,4,4,3,0,0,0,900.0,3682,http://www.ufcstats.com/fight-details/179426f56818a1c9,http://www.ufcstats.com/event-details/505934897b8b4824
2372,1441,Gray Maynard,Clay Guida,Lightweight,0,0,225,49,321,45,229,52,327,49,9,1,3,0,1,0,0,0,70.0,47.0,206,35,312,40,11,7,5,1,8,7,4,4,207,33,321,45,11,10,0,0,7,6,0,0,1500.0,2372,http://www.ufcstats.com/fight-details/18efcec3c51750e9,http://www.ufcstats.com/event-details/505934897b8b4824
3689,1159,Sam Stout,Spencer Fisher,Lightweight,0,0,189,64,156,65,234,96,184,89,8,4,1,0,0,0,0,0,232.0,6.0,139,28,132,43,33,20,14,13,17,16,10,9,187,63,149,60,2,1,7,5,0,0,0,0,900.0,3689,http://www.ufcstats.com/fight-details/756cae177016ebf1,http://www.ufcstats.com/event-details/505934897b8b4824
2705,1893,Ramsey Nijem,CJ Keith,Lightweight,0,0,15,5,7,5,34,19,19,16,3,1,0,0,0,0,0,0,64.0,24.0,14,5,5,3,1,0,0,0,0,0,2,2,9,2,4,2,0,0,2,2,6,3,1,1,900.0,2705,http://www.ufcstats.com/fight-details/00731068c3195f7f,http://www.ufcstats.com/event-details/505934897b8b4824
3494,1255,Steven Siler,Joey Gambino,Featherweight,0,0,16,12,15,5,32,27,15,5,3,1,2,0,1,0,0,0,68.0,25.0,13,9,12,2,3,3,1,1,0,0,2,2,4,2,12,4,8,6,3,1,4,4,0,0,900.0,3494,http://www.ufcstats.com/fight-details/cd055be419f77f3e,http://www.ufcstats.com/event-details/505934897b8b4824
2479,1232,Dan Miller,Ricardo Funch,Welterweight,1,0,92,57,107,72,118,81,127,90,4,0,8,2,3,0,0,0,78.0,411.0,73,40,54,26,17,15,12,7,2,2,41,39,62,31,59,25,19,17,31,30,11,9,17,17,900.0,2479,http://www.ufcstats.com/fight-details/ecb9c5ae7fd7a5cc,http://www.ufcstats.com/event-details/505934897b8b4824
615,544,Nick Catone,Chris Camozzi,Middleweight,0,0,43,14,69,34,65,32,94,55,9,2,0,0,0,0,0,0,157.0,48.0,34,10,53,19,7,2,4,4,2,2,12,11,31,8,60,26,8,4,9,8,4,2,0,0,900.0,544,http://www.ufcstats.com/fight-details/f4af2b4349b7b589,http://www.ufcstats.com/event-details/505934897b8b4824
461,3081,Matt Brown,Luis Ramos,Welterweight,0,0,88,52,61,20,110,74,72,26,3,0,5,1,0,0,0,0,14.0,224.0,64,30,47,7,14,14,2,2,10,8,12,11,60,26,60,20,28,26,1,0,0,0,0,0,900.0,461,http://www.ufcstats.com/fight-details/a497d4a83afe6f2d,http://www.ufcstats.com/event-details/505934897b8b4824
3685,1749,Rick Story,Brock Jardine,Welterweight,0,0,125,51,60,18,142,67,63,21,6,5,2,0,0,0,0,0,313.0,46.0,79,13,47,11,35,27,12,6,11,11,1,1,97,27,60,18,3,3,0,0,25,21,0,0,900.0,3685,http://www.ufcstats.com/fight-details/2d3cbfb47faf717d,http://www.ufcstats.com/event-details/505934897b8b4824
1013,3999,Brian Ebersole,TJ Waldburger,Welterweight,0,1,59,39,41,18,118,90,59,33,5,2,1,1,0,4,0,0,495.0,104.0,42,29,31,9,11,6,7,6,6,4,3,3,29,14,35,13,8,6,5,4,22,19,1,1,900.0,1013,http://www.ufcstats.com/fight-details/69fd05c73b645a62,http://www.ufcstats.com/event-details/505934897b8b4824
2902,3723,Ross Pearson,Cub Swanson,Featherweight,0,1,107,38,104,45,124,49,115,51,6,3,1,0,0,0,0,0,157.0,5.0,89,24,95,39,15,11,4,2,3,3,5,4,94,30,95,40,1,1,2,1,12,7,7,4,900.0,3723,http://www.ufcstats.com/fight-details/40fa0bf9783cdc2e,http://www.ufcstats.com/event-details/505934897b8b4824
1600,2037,Hatsu Hioki,Ricardo Lamas,Featherweight,0,0,45,17,73,36,68,36,123,86,5,4,1,0,0,4,0,1,441.0,76.0,25,6,45,15,19,10,11,11,1,1,17,10,40,12,65,28,3,3,3,3,2,2,5,5,900.0,2037,http://www.ufcstats.com/fight-details/8a1678a54dc82206,http://www.ufcstats.com/event-details/505934897b8b4824
3046,2677,Mike Pyle,Josh Neer,Welterweight,1,0,28,18,35,19,57,38,59,39,1,1,1,0,0,0,0,0,175.0,9.0,21,12,26,10,6,5,9,9,1,1,0,0,16,10,24,10,8,6,11,9,4,2,0,0,900.0,3046,http://www.ufcstats.com/fight-details/be6024894ebcb360,http://www.ufcstats.com/event-details/49590e0508b2c19f
2420,3304,Tim Means,Justin Salas,Lightweight,2,0,42,26,8,5,46,30,8,5,0,0,4,0,0,0,0,0,19.0,0.0,41,25,6,3,1,1,1,1,0,0,1,1,14,9,6,3,13,8,2,2,15,9,0,0,900.0,2420,http://www.ufcstats.com/fight-details/1984570de7f0c89e,http://www.ufcstats.com/event-details/49590e0508b2c19f
1787,2379,Demetrious Johnson,Ian McCall,Flyweight,1,0,153,90,132,57,169,105,172,94,8,2,11,1,0,0,0,0,123.0,185.0,70,23,77,16,52,41,36,27,31,26,19,14,99,45,87,26,54,45,44,31,0,0,1,0,900.0,1787,http://www.ufcstats.com/fight-details/2cf065874bcc4144,http://www.ufcstats.com/event-details/49590e0508b2c19f
4103,1826,Eddie Wineland,Scott Jorgensen,Bantamweight,1,0,188,61,144,48,193,66,145,49,1,1,4,0,0,0,0,0,24.0,0.0,172,54,124,32,14,5,10,7,2,2,10,9,180,54,140,45,5,4,4,3,3,3,0,0,900.0,4103,http://www.ufcstats.com/fight-details/ed697b0ef9d455e4,http://www.ufcstats.com/event-details/49590e0508b2c19f
1265,1419,Leonard Garcia,Matt Grice,Featherweight,0,0,69,2,113,61,101,30,194,136,0,0,7,4,0,1,0,0,0.0,579.0,62,1,106,59,4,1,3,1,3,0,4,1,67,2,20,8,2,0,4,1,0,0,89,52,900.0,1419,http://www.ufcstats.com/fight-details/a6d07c32a1cb9730,http://www.ufcstats.com/event-details/49590e0508b2c19f
2840,2858,Dustin Pague,Jared Papazian,Bantamweight,0,0,9,6,17,7,12,9,22,12,1,1,0,0,1,0,0,0,155.0,0.0,4,2,16,6,2,1,1,1,3,3,0,0,6,4,14,6,2,1,3,1,1,1,0,0,900.0,2840,http://www.ufcstats.com/fight-details/2ccecfdd7683043e,http://www.ufcstats.com/event-details/49590e0508b2c19f
223,319,Seth Baczynski,Lance Benoist,Welterweight,0,0,70,25,64,35,109,50,150,114,5,1,7,3,0,0,0,0,227.0,390.0,60,19,38,15,10,6,20,17,0,0,6,3,45,11,41,19,11,8,11,7,14,6,12,9,900.0,223,http://www.ufcstats.com/fight-details/2771872dd02e5d19,http://www.ufcstats.com/event-details/49590e0508b2c19f
2331,2248,Henry Martinez,Bernardo Magalhaes,Lightweight,0,0,146,18,132,26,146,18,132,26,0,0,7,0,0,1,0,0,14.0,1.0,139,13,105,12,3,1,15,4,4,4,12,10,146,18,132,26,0,0,0,0,0,0,0,0,900.0,2331,http://www.ufcstats.com/fight-details/d1ad8d6ef48f7835,http://www.ufcstats.com/event-details/49590e0508b2c19f
3186,2247,Buddy Roberts,Caio Magalhaes,Middleweight,0,0,111,35,92,22,158,81,98,27,0,0,15,2,0,0,0,0,6.0,227.0,94,26,58,8,12,7,6,2,5,2,28,12,103,28,90,20,7,6,1,1,1,1,1,1,900.0,3186,http://www.ufcstats.com/fight-details/873886ee1dee4c9a,http://www.ufcstats.com/event-details/49590e0508b2c19f
1545,2986,Jake Hecht,Sean Pierson,Welterweight,0,0,99,37,109,41,111,48,158,89,7,3,2,1,0,1,0,1,172.0,239.0,71,17,86,20,27,19,18,17,1,1,5,4,72,17,79,20,25,18,25,18,2,2,5,3,900.0,2986,http://www.ufcstats.com/fight-details/d08a7d4de3c760ec,http://www.ufcstats.com/event-details/49590e0508b2c19f
2984,3197,Mike Pierce,Carlos Eduardo Rocha,Welterweight,0,0,51,32,37,17,149,117,66,38,10,3,0,0,0,0,0,0,680.0,0.0,33,18,21,3,4,3,10,8,14,11,6,6,16,5,23,6,15,13,14,11,20,14,0,0,900.0,2984,http://www.ufcstats.com/fight-details/13a6496a09ae821e,http://www.ufcstats.com/event-details/49590e0508b2c19f
