f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,total_fight_time,result,fights_url,event_url
164,508,Julio Arce,Herbert Burns,Featherweight,2,0,79,29,57,15,79,29,63,20,1,0,6,0,0,0,0,0,8.0,76.0,65,19,45,9,12,9,10,5,2,1,2,1,68,20,55,13,11,9,2,2,0,0,0,0,900.0,164,http://www.ufcstats.com/fight-details/976abc27a4e5e26a,http://www.ufcstats.com/event-details/dba230fe33011201
196,3877,Ibo Aslan,Anton Turkalj,Heavyweight,1,0,180,74,157,55,183,76,162,58,0,0,8,0,0,0,0,0,1.0,18.0,153,57,126,36,8,4,18,11,19,13,13,8,163,65,146,49,15,8,11,6,2,1,0,0,900.0,196,http://www.ufcstats.com/fight-details/697e38075fd41819,http://www.ufcstats.com/event-details/dba230fe33011201
2040,1050,Nate Landwehr,Jamall Emmers,Featherweight,1,0,76,37,78,39,76,37,78,39,0,0,0,0,0,0,0,0,5.0,1.0,70,34,59,24,5,3,17,13,1,0,2,2,62,24,74,36,10,9,4,3,4,4,0,0,900.0,2040,http://www.ufcstats.com/fight-details/636b01ee49925e49,http://www.ufcstats.com/event-details/dba230fe33011201
3279,989,Nursulton Ruziboev,Sedriques Dumas,Middleweight,1,0,32,12,16,1,32,12,16,1,0,0,0,0,0,0,0,0,4.0,0.0,30,11,13,1,2,1,2,0,0,0,1,0,25,11,16,1,0,0,0,0,7,1,0,0,900.0,3279,http://www.ufcstats.com/fight-details/e30250daa73005a8,http://www.ufcstats.com/event-details/dba230fe33011201
525,2361,Dennis Buzukja,Connor Matthews,Featherweight,1,0,201,83,138,60,202,84,140,62,0,0,3,1,0,0,0,0,6.0,40.0,145,44,101,37,34,18,27,14,22,21,10,9,186,77,134,57,3,2,1,1,12,4,3,2,900.0,525,http://www.ufcstats.com/fight-details/f59cefe16905d62c,http://www.ufcstats.com/event-details/dba230fe33011201
2212,487,Vicente Luque,Joaquin Buckley,Welterweight,0,0,63,21,131,55,65,22,142,63,3,0,0,0,0,0,0,0,9.0,49.0,45,7,112,42,5,4,10,6,13,10,9,7,63,21,75,21,0,0,0,0,0,0,56,34,900.0,487,http://www.ufcstats.com/fight-details/de12349f334c964e,http://www.ufcstats.com/event-details/dba230fe33011201
2716,2407,Chidi Njokuani,Rhys McKee,Welterweight,0,0,98,64,93,30,139,96,105,40,2,0,7,0,0,0,0,0,53.0,401.0,40,17,80,21,25,18,8,5,33,29,5,4,75,46,90,28,23,18,3,2,0,0,0,0,900.0,2716,http://www.ufcstats.com/fight-details/eb9f9f61507497a5,http://www.ufcstats.com/event-details/dba230fe33011201
1742,1328,Virna Jandiroba,Loopy Godinez,Strawweight,0,0,108,30,95,38,180,86,116,50,9,2,0,0,3,0,1,1,395.0,112.0,100,27,79,25,8,3,14,11,0,0,2,2,106,30,82,30,2,0,11,7,0,0,2,1,900.0,1742,http://www.ufcstats.com/fight-details/99dc6d45cbdfa322,http://www.ufcstats.com/event-details/dba230fe33011201
2957,2282,Andre Petroski,Jacob Malkoun,Middleweight,0,0,42,13,40,20,43,13,41,21,2,1,3,0,0,0,0,0,13.0,32.0,34,6,36,16,2,2,4,4,6,5,0,0,41,12,35,17,1,1,1,0,0,0,4,3,900.0,2282,http://www.ufcstats.com/fight-details/ce33085fc5205bab,http://www.ufcstats.com/event-details/dba230fe33011201
2831,2193,Angel Pacheco,Caolan Loughran,Bantamweight,0,0,234,88,268,140,241,95,286,148,0,0,4,3,0,0,0,0,9.0,282.0,180,44,226,112,38,32,30,18,16,12,12,10,226,80,208,97,8,8,10,9,0,0,50,34,900.0,2193,http://www.ufcstats.com/fight-details/17e8ab0065e9085f,http://www.ufcstats.com/event-details/dba230fe33011201
4053,3516,Chris Weidman,Bruno Silva,Middleweight,1,0,111,75,88,30,129,88,88,30,4,1,0,0,0,0,0,0,195.0,0.0,74,44,81,28,19,14,4,2,18,17,3,0,88,56,86,29,7,5,1,1,16,14,1,0,900.0,4053,http://www.ufcstats.com/fight-details/77992b8727382373,http://www.ufcstats.com/event-details/dba230fe33011201
3453,2150,Igor Severino,Andre Lima,Flyweight,0,0,78,36,58,30,85,40,66,38,9,5,2,1,0,2,0,0,180.0,24.0,55,17,40,16,13,9,12,8,10,10,6,6,71,31,56,29,5,4,2,1,2,1,0,0,900.0,2150,http://www.ufcstats.com/fight-details/f4ea27d942a390a5,http://www.ufcstats.com/event-details/79ff6545b0abc685
1779,1302,Miles Johns,Cody Gibson,Bantamweight,0,0,79,25,62,18,137,64,108,52,8,2,7,1,0,0,1,0,389.0,115.0,66,18,39,9,9,5,17,4,4,2,6,5,72,20,60,16,6,4,2,2,1,1,0,0,900.0,1779,http://www.ufcstats.com/fight-details/48ff3f1bcefbf965,http://www.ufcstats.com/event-details/79ff6545b0abc685
3457,933,Edmen Shahbazyan,AJ Dobson,Middleweight,1,0,43,27,46,15,51,31,54,20,3,1,0,0,0,0,0,1,49.0,75.0,34,19,36,7,3,2,2,2,6,6,8,6,24,16,43,12,3,1,3,3,16,10,0,0,900.0,3457,http://www.ufcstats.com/fight-details/d564e3a6c77d0c85,http://www.ufcstats.com/event-details/79ff6545b0abc685
3119,4208,Montserrat Rendon,Daria Zhelezniakova,Bantamweight,0,0,147,25,150,57,156,28,171,73,6,3,0,0,0,0,0,0,324.0,1.0,134,19,125,36,11,4,25,21,2,2,0,0,137,25,144,51,8,0,6,6,2,0,0,0,900.0,4208,http://www.ufcstats.com/fight-details/f1c3abce15ef053e,http://www.ufcstats.com/event-details/79ff6545b0abc685
4094,3737,Karl Williams,Justin Tafa,Heavyweight,0,0,61,40,43,21,176,123,50,27,12,7,0,0,1,0,0,0,631.0,0.0,47,26,36,15,7,7,7,6,7,7,0,0,29,19,39,18,4,3,3,2,28,18,1,1,900.0,4094,http://www.ufcstats.com/fight-details/cd6452a463ec8a28,http://www.ufcstats.com/event-details/79ff6545b0abc685
1622,2766,Kurt Holobaugh,Trey Ogden,Lightweight,0,0,68,29,66,35,188,129,320,225,0,0,4,3,0,0,0,0,10.0,669.0,43,9,52,22,12,9,4,4,13,11,10,9,63,24,59,28,3,3,2,2,2,2,5,5,900.0,2766,http://www.ufcstats.com/fight-details/de7cb625bdec0f91,http://www.ufcstats.com/event-details/79ff6545b0abc685
2836,2845,Fernando Padilla,Luis Pajuelo,Featherweight,1,0,61,34,13,5,64,35,15,7,0,0,0,0,1,0,0,0,47.0,0.0,49,24,9,1,8,6,2,2,4,4,2,2,32,17,13,5,0,0,0,0,29,17,0,0,900.0,2836,http://www.ufcstats.com/fight-details/a1294453a28beda3,http://www.ufcstats.com/event-details/79ff6545b0abc685
3082,1065,Ricardo Ramos,Julian Erosa,Featherweight,0,0,17,7,11,4,23,12,21,11,3,2,0,0,0,1,0,0,87.0,0.0,14,5,8,2,2,1,3,2,1,1,0,0,15,6,11,4,0,0,0,0,2,1,0,0,900.0,1065,http://www.ufcstats.com/fight-details/8c8337ce8437fe2e,http://www.ufcstats.com/event-details/79ff6545b0abc685
3751,3282,Payton Talbott,Cameron Saaiman,Bantamweight,1,0,129,79,64,31,135,83,66,33,1,0,3,0,0,0,0,0,30.0,0.0,96,52,40,13,27,21,17,11,6,6,7,7,98,54,63,30,8,6,1,1,23,19,0,0,900.0,3751,http://www.ufcstats.com/fight-details/127be512f86618b2,http://www.ufcstats.com/event-details/79ff6545b0abc685
3133,2655,Amanda Ribas,Rose Namajunas,Flyweight,0,0,270,83,188,93,342,137,281,169,8,4,3,1,0,0,0,1,98.0,419.0,195,39,124,45,42,19,60,44,33,25,4,4,259,76,176,81,6,4,12,12,5,3,0,0,1500.0,2655,http://www.ufcstats.com/fight-details/faf19712bd7ea41e,http://www.ufcstats.com/event-details/79ff6545b0abc685
3051,4190,Billy Quarantillo,Youssef Zalal,Featherweight,0,0,50,10,56,33,74,26,62,37,0,0,2,2,0,2,0,0,21.0,175.0,36,8,36,18,8,0,9,5,6,2,11,10,50,10,49,28,0,0,1,0,0,0,6,5,900.0,4190,http://www.ufcstats.com/fight-details/72f123ddb4cc9d1c,http://www.ufcstats.com/event-details/79ff6545b0abc685
3903,2875,Mohammed Usman,Mick Parkin,Heavyweight,0,0,167,57,150,72,168,57,150,72,0,0,0,0,0,0,0,0,0.0,0.0,114,26,109,37,52,30,4,4,1,1,37,31,167,57,149,71,0,0,1,1,0,0,0,0,900.0,2875,http://www.ufcstats.com/fight-details/3223b7e196a07224,http://www.ufcstats.com/event-details/79ff6545b0abc685
1066,2696,Jarno Errens,Steven Nguyen,Featherweight,1,0,207,105,226,63,208,106,227,63,1,0,1,1,0,0,0,0,12.0,23.0,139,51,187,47,38,29,16,8,30,25,23,8,203,103,219,59,4,2,1,1,0,0,6,3,900.0,1066,http://www.ufcstats.com/fight-details/0e6782b758451063,http://www.ufcstats.com/event-details/79ff6545b0abc685
2742,635,Josiane Nunes,Chelsea Chandler,Bantamweight,0,0,105,47,130,58,108,49,176,100,0,0,2,2,0,0,0,0,26.0,422.0,85,37,107,43,19,9,21,13,1,1,2,2,101,43,106,43,4,4,3,2,0,0,21,13,900.0,635,http://www.ufcstats.com/fight-details/711ec0545552455b,http://www.ufcstats.com/event-details/c398235fcaf8d71d
1425,147,Charalampos Grigoriou,Chad Anheliger,Bantamweight,0,0,65,21,155,85,70,26,220,144,5,4,2,0,0,0,0,0,324.0,94.0,53,16,122,57,7,2,13,10,5,3,20,18,64,21,137,68,0,0,12,12,1,0,6,5,900.0,147,http://www.ufcstats.com/fight-details/f1cbd73e7be64d28,http://www.ufcstats.com/event-details/c398235fcaf8d71d
1918,648,Pannie Kianzad,Macy Chiasson,Bantamweight,0,0,6,2,10,4,35,29,11,5,2,1,2,2,0,1,0,1,52.0,148.0,5,1,8,3,0,0,2,1,1,1,0,0,4,2,9,3,1,0,1,1,1,0,0,0,900.0,648,http://www.ufcstats.com/fight-details/2f414494f2b6f426,http://www.ufcstats.com/event-details/c398235fcaf8d71d
2431,251,Gerald Meerschaert,Bryan Barberena,Middleweight,0,0,17,11,37,12,36,30,50,25,7,3,0,0,2,0,0,0,303.0,3.0,12,7,29,9,3,2,0,0,2,2,8,3,17,11,34,10,0,0,0,0,0,0,3,2,900.0,2431,http://www.ufcstats.com/fight-details/569e0ba18701c305,http://www.ufcstats.com/event-details/c398235fcaf8d71d
3294,2748,Ovince Saint Preux,Kennedy Nzechukwu,Heavyweight,1,0,276,143,250,106,276,143,250,106,2,0,1,0,0,0,0,0,6.0,8.0,223,98,213,85,39,32,35,19,14,13,2,2,262,131,235,93,13,11,15,13,1,1,0,0,900.0,3294,http://www.ufcstats.com/fight-details/35f9beb94b4ef9e2,http://www.ufcstats.com/event-details/c398235fcaf8d71d
3217,987,Christian Rodriguez,Isaac Dulgarian,Featherweight,0,0,76,48,44,22,135,97,89,56,0,0,16,7,0,2,0,0,199.0,562.0,71,43,39,17,4,4,2,2,1,1,3,3,40,21,34,14,10,10,1,1,26,17,9,7,900.0,3217,http://www.ufcstats.com/fight-details/acc7392d48cc09a0,http://www.ufcstats.com/event-details/c398235fcaf8d71d
790,3528,Josh Culibao,Danny Silva,Featherweight,0,0,202,87,107,45,205,89,119,56,4,0,9,4,0,1,0,0,3.0,328.0,168,59,82,28,26,20,18,11,8,8,7,6,199,86,106,44,3,1,1,1,0,0,0,0,900.0,3528,http://www.ufcstats.com/fight-details/c26f27667c230391,http://www.ufcstats.com/event-details/c398235fcaf8d71d
3870,3882,Tai Tuivasa,Marcin Tybura,Heavyweight,0,0,24,15,41,27,27,18,96,73,0,0,4,1,0,1,0,0,0.0,168.0,17,9,34,23,2,1,7,4,5,5,0,0,17,8,20,8,7,7,0,0,0,0,21,19,1500.0,3882,http://www.ufcstats.com/fight-details/8bc0c220f7dcefa7,http://www.ufcstats.com/event-details/c398235fcaf8d71d
124,2408,Jaqueline Amorim,Cory McKenna,Strawweight,0,0,5,3,11,4,5,3,17,8,0,0,1,1,4,0,0,0,0.0,56.0,3,1,7,1,2,2,0,0,0,0,4,3,4,2,10,3,0,0,1,1,1,1,0,0,900.0,124,http://www.ufcstats.com/fight-details/66873dde4077bd5d,http://www.ufcstats.com/event-details/c398235fcaf8d71d
2530,3078,Thiago Moises,Mitch Ramirez,Lightweight,1,0,39,25,48,16,72,53,65,28,2,2,0,0,1,0,0,0,396.0,21.0,23,10,32,4,4,3,7,5,12,12,9,7,30,17,45,13,2,2,3,3,7,6,0,0,900.0,2530,http://www.ufcstats.com/fight-details/537b3cef39d2d573,http://www.ufcstats.com/event-details/c398235fcaf8d71d
1148,2810,Jafel Filho,Ode Osbourne,Flyweight,0,0,35,21,5,0,66,43,6,1,1,1,0,0,2,0,0,0,201.0,4.0,31,18,4,0,2,2,1,0,2,1,0,0,7,3,5,0,0,0,0,0,28,18,0,0,900.0,1148,http://www.ufcstats.com/fight-details/451df53c13185584,http://www.ufcstats.com/event-details/c398235fcaf8d71d
2126,845,Natan Levy,Mike Davis,Lightweight,0,1,9,8,7,3,20,18,15,10,1,1,0,0,0,1,0,0,34.0,311.0,3,2,6,3,5,5,1,0,1,1,0,0,6,5,2,1,0,0,0,0,3,3,5,2,900.0,845,http://www.ufcstats.com/fight-details/4f20f3ada1489823,http://www.ufcstats.com/event-details/c398235fcaf8d71d
286,2177,Bryan Battle,Ange Loosa,Welterweight,0,0,75,27,54,23,78,28,58,26,2,1,1,0,0,0,0,0,93.0,0.0,56,16,34,6,18,10,9,8,1,1,11,9,69,24,53,22,5,3,1,1,1,0,0,0,900.0,nc,http://www.ufcstats.com/fight-details/a7fd9da657bbce8e,http://www.ufcstats.com/event-details/c398235fcaf8d71d
895,2864,Robelis Despaigne,Josh Parisian,Heavyweight,1,0,9,7,5,2,9,7,5,2,0,0,0,0,0,0,0,0,2.0,0.0,9,7,4,1,0,0,1,1,0,0,0,0,7,5,5,2,0,0,0,0,2,2,0,0,900.0,895,http://www.ufcstats.com/fight-details/cbdf29f36b343f6f,http://www.ufcstats.com/event-details/a9df5ae20a97b090
2754,3951,Sean O'Malley,Marlon Vera,Bantamweight,0,0,356,230,241,89,358,232,241,89,0,0,0,0,0,0,0,0,3.0,0.0,268,150,165,41,68,61,35,14,20,19,41,34,352,227,235,85,4,3,6,4,0,0,0,0,1500.0,2754,http://www.ufcstats.com/fight-details/894c44c3d04aaf6f,http://www.ufcstats.com/event-details/a9df5ae20a97b090
4115,2577,Joanne Wood,Maryna Moroz,Flyweight,0,0,249,136,195,102,290,173,255,156,1,1,2,1,0,0,0,0,12.0,371.0,175,74,160,79,45,39,33,23,29,23,2,0,216,112,169,79,31,23,22,19,2,1,4,4,900.0,4115,http://www.ufcstats.com/fight-details/3677ce6c1ee06a83,http://www.ufcstats.com/event-details/a9df5ae20a97b090
1614,2839,Kevin Holland,Michael Page,Welterweight,0,0,61,29,62,41,99,64,81,59,5,2,3,0,1,0,0,0,262.0,86.0,37,11,47,28,6,4,10,8,18,14,5,5,47,18,58,38,5,4,3,2,9,7,1,1,900.0,2839,http://www.ufcstats.com/fight-details/270edfb687c0d20c,http://www.ufcstats.com/event-details/a9df5ae20a97b090
367,94,Curtis Blaydes,Jailton Almeida,Heavyweight,0,0,25,16,3,1,28,19,11,9,0,0,13,9,0,0,0,0,9.0,279.0,25,16,3,1,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,20,16,0,0,900.0,367,http://www.ufcstats.com/fight-details/0133019a4f1055ee,http://www.ufcstats.com/event-details/a9df5ae20a97b090
4150,3597,Petr Yan,Song Yadong,Bantamweight,0,0,183,99,172,86,217,129,192,104,5,2,8,1,0,0,0,0,107.0,100.0,142,68,147,71,31,22,15,9,10,9,10,6,170,86,164,79,4,4,6,5,9,9,2,2,900.0,4150,http://www.ufcstats.com/fight-details/9861b6d04e6ed43c,http://www.ufcstats.com/event-details/a9df5ae20a97b090
2930,2778,Michel Pereira,Michal Oleksiejczuk,Middleweight,0,0,15,11,4,1,15,11,4,1,0,0,0,0,1,0,0,0,18.0,0.0,9,5,3,0,6,6,1,1,0,0,0,0,13,9,4,1,2,2,0,0,0,0,0,0,900.0,2930,http://www.ufcstats.com/fight-details/f0a9dfbb6f6ac852,http://www.ufcstats.com/event-details/a9df5ae20a97b090
807,2159,Ion Cutelaba,Philipe Lins,Heavyweight,0,0,97,47,115,67,171,119,121,73,1,0,7,2,0,0,0,0,16.0,334.0,82,33,82,37,9,9,9,7,6,5,24,23,90,42,100,57,7,5,8,5,0,0,7,5,900.0,2159,http://www.ufcstats.com/fight-details/7bc7af11050e861b,http://www.ufcstats.com/event-details/a9df5ae20a97b090
3957,86,CJ Vergara,Asu Almabayev,Flyweight,0,0,53,29,77,44,92,66,132,85,0,0,14,9,0,0,0,0,14.0,572.0,32,13,53,22,17,14,11,9,4,2,13,13,46,22,51,23,4,4,10,8,3,3,16,13,900.0,86,http://www.ufcstats.com/fight-details/3d3dde60e3d59c1c,http://www.ufcstats.com/event-details/a9df5ae20a97b090
1257,947,Mateusz Gamrot,Rafael Dos Anjos,Lightweight,0,1,102,57,78,36,163,111,82,39,19,11,0,0,0,0,0,0,421.0,11.0,90,48,61,24,12,9,9,5,0,0,8,7,88,46,67,26,8,6,8,7,6,5,3,3,900.0,1257,http://www.ufcstats.com/fight-details/8baff440b82afd2b,http://www.ufcstats.com/event-details/a9df5ae20a97b090
506,881,Gilbert Burns,Jack Della Maddalena,Welterweight,0,1,58,27,123,67,63,31,146,85,11,7,1,0,0,0,0,0,307.0,16.0,43,16,104,54,11,8,15,9,4,3,4,4,52,23,100,47,5,3,6,4,1,1,17,16,900.0,881,http://www.ufcstats.com/fight-details/68f7f992603192c6,http://www.ufcstats.com/event-details/a9df5ae20a97b090
2604,2974,Pedro Munhoz,Kyler Phillips,Bantamweight,0,0,140,52,275,114,140,52,276,115,8,1,0,0,0,0,0,0,24.0,2.0,99,23,224,74,24,17,24,17,17,12,27,23,134,48,269,111,5,3,5,2,1,1,1,1,900.0,2974,http://www.ufcstats.com/fight-details/ebb758b49e82d0ed,http://www.ufcstats.com/event-details/a9df5ae20a97b090
626,250,Katlyn Cerminara,Maycee Barber,Flyweight,0,0,152,66,150,84,186,99,189,122,6,1,4,4,0,0,0,0,172.0,285.0,122,44,121,59,27,21,22,18,3,1,7,7,124,43,107,44,28,23,39,36,0,0,4,4,900.0,250,http://www.ufcstats.com/fight-details/33658a3ca932d15d,http://www.ufcstats.com/event-details/a9df5ae20a97b090
2999,3293,Dustin Poirier,Benoit Saint Denis,Lightweight,1,0,34,28,74,50,37,30,97,69,1,0,7,3,4,1,0,0,31.0,293.0,30,24,46,25,3,3,20,18,1,1,8,7,25,23,37,17,8,4,35,31,1,1,2,2,1500.0,2999,http://www.ufcstats.com/fight-details/6e73ebbd089aff5e,http://www.ufcstats.com/event-details/a9df5ae20a97b090
3265,1286,Jairzinho Rozenstruik,Shamil Gaziev,Heavyweight,0,0,215,127,68,22,230,140,75,27,1,0,7,1,0,0,0,0,1.0,272.0,158,78,59,16,37,30,8,5,20,19,1,1,209,123,60,17,6,4,6,4,0,0,2,1,1500.0,3265,http://www.ufcstats.com/fight-details/838fd9d2b14e0790,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
2956,2906,Vitor Petrino,Tyson Pedro,Heavyweight,0,0,75,27,60,30,82,33,64,33,5,3,2,0,0,0,0,0,324.0,10.0,59,16,29,3,8,4,15,11,8,7,16,16,72,25,59,29,0,0,1,1,3,2,0,0,900.0,2956,http://www.ufcstats.com/fight-details/df3cc5ec78d05a71,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
2787,3603,Vinicius Oliveira,Benardo Sopaj,Bantamweight,1,0,144,67,86,45,170,88,146,92,4,2,4,3,0,0,0,0,96.0,268.0,91,39,81,42,20,11,3,1,33,17,2,2,112,49,55,21,13,3,2,0,19,15,29,24,900.0,2787,http://www.ufcstats.com/fight-details/cde2f88251b73305,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
3413,1062,Matt Schnell,Steve Erceg,Flyweight,0,1,78,22,72,34,84,25,72,34,0,0,1,0,0,0,0,0,0.0,5.0,70,18,60,24,5,1,11,9,3,3,1,1,74,21,67,30,4,1,5,4,0,0,0,0,900.0,1062,http://www.ufcstats.com/fight-details/024beecfd3f0ed7a,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
1951,799,Ludovit Klein,AJ Cunningham,Lightweight,1,0,91,60,75,36,95,63,77,36,3,2,0,0,0,0,0,0,27.0,26.0,66,38,49,15,23,21,14,10,2,1,12,11,84,54,72,34,2,2,3,2,5,4,0,0,900.0,1951,http://www.ufcstats.com/fight-details/4e566db7d26df001,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
992,3136,Christian Leroy Duncan,Claudio Ribeiro,Middleweight,0,0,92,65,26,4,105,75,39,13,2,1,0,0,0,0,0,0,135.0,63.0,62,39,19,1,10,8,3,1,20,18,4,2,50,31,24,4,15,12,2,0,27,22,0,0,900.0,992,http://www.ufcstats.com/fight-details/3ea7d69a1238f26a,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
2747,87,Umar Nurmagomedov,Bekzat Almakhan,Bantamweight,0,1,98,68,16,3,197,145,25,5,5,5,0,0,0,0,0,0,686.0,34.0,94,64,13,1,0,0,3,2,4,4,0,0,13,7,16,3,0,0,0,0,85,61,0,0,900.0,2747,http://www.ufcstats.com/fight-details/dcf5014e56649c2f,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
40,3064,Abdul-Kareem Al-Selwady,Loik Radzhabov,Lightweight,0,1,68,38,90,39,84,50,115,57,7,3,5,4,0,0,0,0,164.0,87.0,34,15,72,33,11,8,15,6,23,15,3,0,61,34,63,18,7,4,2,2,0,0,25,19,900.0,3064,http://www.ufcstats.com/fight-details/ba8f219260e212f8,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
4188,278,Aiemann Zahabi,Javid Basharat,Bantamweight,0,0,174,75,205,67,176,77,205,67,0,0,4,0,0,0,0,0,13.0,0.0,130,51,147,33,26,16,44,27,18,8,14,7,172,74,203,67,2,1,2,0,0,0,0,0,900.0,4188,http://www.ufcstats.com/fight-details/a7d397cd0f2ac93a,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
2940,2531,Alex Perez,Muhammad Mokaev,Flyweight,0,0,87,30,104,47,114,47,119,56,0,0,20,3,0,0,0,0,224.0,269.0,73,22,85,34,5,3,12,9,9,5,7,4,74,19,81,31,3,2,3,3,10,9,20,13,900.0,2531,http://www.ufcstats.com/fight-details/5a82757b553c40fc,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
127,2980,Eryk Anders,Jamie Pickett,Middleweight,0,1,59,23,55,20,147,83,64,26,13,5,0,0,0,0,0,0,608.0,16.0,48,14,45,11,9,7,9,8,2,2,1,1,38,12,46,12,9,7,8,8,12,4,1,0,900.0,127,http://www.ufcstats.com/fight-details/32bd7ed48f5aea7e,http://www.ufcstats.com/event-details/e4a9dbade7c7e1a7
3060,254,Cristian Quinonez,Raoni Barcelos,Bantamweight,0,0,82,29,74,43,99,43,81,48,7,2,12,2,0,2,0,0,193.0,62.0,67,17,54,26,6,3,7,5,9,9,13,12,75,26,68,38,7,3,5,4,0,0,1,1,900.0,254,http://www.ufcstats.com/fight-details/063e7ce759c52f81,http://www.ufcstats.com/event-details/902ab9197b83d0db
30,2448,Jesus Aguilar,Mateus Mendonca,Flyweight,0,0,36,19,40,18,62,38,90,43,4,1,8,4,1,1,1,0,291.0,524.0,24,10,35,15,4,4,4,3,8,5,1,0,21,11,21,7,5,4,2,2,10,4,17,9,900.0,30,http://www.ufcstats.com/fight-details/d1d3b6ab8a56e973,http://www.ufcstats.com/event-details/902ab9197b83d0db
3036,4212,Claudio Puelles,Fares Ziam,Lightweight,0,0,9,4,48,31,27,17,82,58,13,7,0,0,0,1,0,2,434.0,270.0,5,1,38,23,4,3,7,6,0,0,3,2,8,3,15,5,1,1,3,2,0,0,30,24,900.0,4212,http://www.ufcstats.com/fight-details/a376f6d5806d0c90,http://www.ufcstats.com/event-details/902ab9197b83d0db
3213,387,Ronaldo Rodriguez,Denys Bondar,Flyweight,0,0,69,31,63,41,93,50,77,46,0,0,6,4,1,0,3,1,176.0,172.0,55,19,39,22,9,7,13,8,5,5,11,11,43,13,51,32,7,5,4,3,19,13,8,6,900.0,3213,http://www.ufcstats.com/fight-details/5e8c710f9f27aff8,http://www.ufcstats.com/event-details/902ab9197b83d0db
2570,3264,Brandon Moreno,Brandon Royval,Flyweight,0,0,211,112,510,145,219,119,556,177,5,3,2,1,0,0,0,0,174.0,35.0,127,48,437,97,51,37,54,38,33,27,19,10,191,103,504,142,17,7,6,3,3,2,0,0,1500.0,3264,http://www.ufcstats.com/fight-details/74f5cbecac011abb,http://www.ufcstats.com/event-details/902ab9197b83d0db
3524,2640,Erik Silva,Muhammad Naimov,Featherweight,0,0,1,0,2,1,1,0,4,3,0,0,1,1,0,0,0,0,13.0,11.0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,900.0,2640,http://www.ufcstats.com/fight-details/50dae6b76c9c6490,http://www.ufcstats.com/event-details/902ab9197b83d0db
1754,1670,Yazmin Jauregui,Sam Hughes,Strawweight,0,0,269,94,197,83,272,97,206,88,0,0,6,0,0,0,0,0,0.0,17.0,197,52,143,40,42,24,24,17,30,18,30,26,253,84,190,80,16,10,7,3,0,0,0,0,900.0,1754,http://www.ufcstats.com/fight-details/6e4acb2aaa2cee56,http://www.ufcstats.com/event-details/902ab9197b83d0db
3208,2805,Yair Rodriguez,Brian Ortega,Featherweight,1,0,115,55,73,28,135,64,104,47,1,0,6,3,0,1,0,0,92.0,321.0,91,36,69,26,15,11,4,2,9,8,0,0,86,34,50,13,12,9,3,2,17,12,20,13,1500.0,2805,http://www.ufcstats.com/fight-details/3b05a4ced6dd74f5,http://www.ufcstats.com/event-details/902ab9197b83d0db
4198,3017,Daniel Zellhuber,Francisco Prado,Lightweight,0,0,272,120,246,90,272,120,249,91,0,0,0,0,0,0,0,0,5.0,25.0,228,87,155,30,36,25,47,26,8,8,44,34,268,117,244,88,4,3,2,2,0,0,0,0,900.0,4198,http://www.ufcstats.com/fight-details/ecbece0cbd60029e,http://www.ufcstats.com/event-details/902ab9197b83d0db
101,954,Victor Altamirano,Felipe dos Santos,Flyweight,0,0,74,40,87,37,97,52,120,62,11,9,0,0,0,1,0,0,302.0,51.0,33,7,66,24,31,23,16,8,10,10,5,5,62,29,73,31,10,10,11,5,2,1,3,1,900.0,954,http://www.ufcstats.com/fight-details/93ddc6b233d1956a,http://www.ufcstats.com/event-details/902ab9197b83d0db
